latitude,longitude,name,location,start_date,status,category,police_violence_status,number_of_arrests,image_url,City,Country
51.524776,-0.133583,University College London,<NA>,05/02/2024,Ongoing,Encampment,<NA>,<NA>,/images/University College London.jpg,London,United Kingdom
52.204311,0.113818,Cambridge University,<NA>,05/06/2024,<NA>,Encampment,<NA>,<NA>,/images/Cambridge University.jpg,Cambridge,United Kingdom
51.5224,0.1293,SOAS,<NA>,05/06/2024,<NA>,Encampment,<NA>,<NA>,/images/SOAS.jpg,London,United Kingdom
33.2114,-87.5401,University of Alabama,"Tuscaloosa,",<NA>,<NA>,Solidarity,<NA>,<NA>,/images/University of Alabama.jpg,Tuscaloosa,United States
35.18782,-111.6528,Northern Arizona University ,"Flagstaff,",<NA>,Encampment,Encampment,Mass,20,/images/Northern Arizona University.jpg,Flagstaff,United States
33.42424,-111.928055,Arizona State University,"Tempe,",04/26/2024,Encampment,Encampment,Mass,72,/images/Arizona State University.jpg,Tempe,United States
32.23201593,-110.9534769,University of Arizona,"Tucson,",4/29/2024,Encampment,Encampment,<NA>,<NA>,/images/University of Arizona.jpg,Tucson,United States
40.8747,-124.0789,Cal Poly Humboldt,"Arcata,",04/23/2024,Encampment,Encampment,Police,35,/images/Cal Poly Humboldt.jpg,,United States
37.8702,-122.2595,"University of California, Berkeley","Berkeley,",04/22/2024,Encampment,Encampment,<NA>,<NA>,/images/University of California Berkeley.jpg,Berkeley,United States
34.1043154,-117.7050805,"Pomona College, Claremont","Claremont,",04/26/2024,Encampment,Encampment,Prior,19,/images/Pomona College Claremont.jpg,,United States
34.1043154,-117.7050805,"Pitzer College, Claremont","Claremont,",04/26/2024,Encampment,Claremont,<NA>,<NA>,/images/Pitzer College Claremont.jpg,,United States
33.6405,-117.8389,University of California - Irvine,"Irvine,",4/29/2024,Encampment,Encampment,Police,<NA>,/images/University of California  Irvine.jpg,Irvine,United States
34.070391,-118.443481,"University of California, Los Angeles",Los,04/25/2024,Encampment,Encampment,non-lethal,100,/images/University of California Los Angeles.jpg,Los Angeles,United States
34.022415,-118.28553,University of Southern California,Los,04/24/2024,Encampment,Encampment,Mass,93,/images/University of Southern California.jpg,Los Angeles,United States
33.9734061,-117.3279833,University of California - Riverside,"Riverside,",4/29/2024,Encampment,Encampment,<NA>,<NA>,/images/University of California  Riverside.jpg,Riverside,United States
38.3390145,-122.6756125,Sonoma State,Rohnert,04/27/2024,Encampment,Encampment,<NA>,<NA>,/images/Sonoma State.jpg,,United States
38.56308,-121.428284,California State University - Sacramento,"Sacramento,",<NA>,Encampment,Encampment,<NA>,<NA>,/images/California State University  Sacramento.jpg,Sacramento,United States
37.7207,-122.4745,San Francisco State University,San,4/29/2024,Encampment,Encampment,<NA>,<NA>,/images/San Francisco State University.jpg,San Francisco,United States
34.4138846,-119.845562,University of California - Santa Barbara,Santa,04/24/2024,Dispersed,Solidarity,<NA>,<NA>,/images/University of California  Santa Barbara.jpg,,United States
37.4285923,-122.170887,Stanford University,"Stanford,",04/23/2024,Encampment,Encampment,<NA>,<NA>,/images/Stanford University.jpg,,United States
32.8812,-117.2344,University of California - San Diego,La,05/01/2024,Encampment,Encampment,Mass,30,/images/University of California  San Diego.jpg,San Diego,United States
40.807384,-73.963036,California State University - Long Beach,Long,05/01/2024,Ongoing,Encampment,<NA>,<NA>,/images/California State University  Long Beach.jpg,City of New York,United States
33.7936038,-117.851581,Chapman University,"Orange,",<NA>,<NA>,Encampment,<NA>,<NA>,/images/Chapman University.jpg,Orange,United States
36.9955779,-122.0588779,University of California - Santa Cruz,Santa,05/01/2024,Encampment,Encampment,<NA>,<NA>,/images/University of California  Santa Cruz.jpg,,United States
39.7414192,-105.0010252,Community College of Denver - Auraria Campus,"Denver,",<NA>,Encampment,Encampment,<NA>,<NA>,/images/Community College of Denver  Auraria Campus.jpg,Denver,United States
39.745187,-105.0020498,Metropolitan State University of Denver - Auraria Campus,"Denver,",04/25/2024,Encampment,Auraria,Mass,40,/images/Metropolitan State University of Denver  Auraria Campus.jpg,Denver,United States
34.1273038,-118.2103103,Occidental College,"Denver,",4/29/2024,Encampment,Encampment,<NA>,<NA>,/images/Occidental College.jpg,Los Angeles,United States
38.8928261,-104.8002648,Colorado College ,"Denver,",<NA>,Encampment,Auraria,<NA>,<NA>,/images/Colorado College.jpg,Colorado Springs,United States
41.809098,-72.249948,The University of Connecticut,"Storrs,",04/25/2024,Encampment,Encampment,Mass,24,/images/The University of Connecticut.jpg,,United States
41.55661,-72.656906,Wesleyan University ,"Middletown,",04/28/2024,Encampment,Encampment,<NA>,<NA>,/images/Wesleyan University.jpg,,United States
41.316307,-72.922585,Yale University,New,04/20/2024,Encampment,Encampment,Mass,48,/images/Yale University.jpg,New Haven,United States
29.643946,-82.355659,University of Florida,"Gainesville,",<NA>,Encampment,Encampment,Mass,9,/images/University of Florida.jpg,Gainesville,United States
30.441269,-84.29132,Florida State University,"Tallahassee,",04/25/2024,Encampment,Encampment,<NA>,<NA>,/images/Florida State University.jpg,Tallahassee,United States
28.05881669,-82.41374662,University of South Florida ,"Tampa,",04/29/2024,Encampment,Encampment,Rubber,3,/images/University of South Florida.jpg,Tampa,United States
33.948006,-83.377319,University of Georgia,"Athens,",4/29/2024,Encampment,Encampment,Mass,16,/images/University of Georgia.jpg,Athens-Clarke County Unified Government,United States
33.7901247,-84.3255514,Emory University,"Atlanta,",04/25/2024,Encampment,Encampment,Mass,28,/images/Emory University.jpg,Atlanta,United States
33.7527291,-84.3864906,Georgia State University,"Atlanta,",<NA>,<NA>,Solidarity,<NA>,<NA>,/images/Georgia State University.jpg,Atlanta,United States
43.603672,-116.204613,Boise State University,"Boise,",<NA>,<NA>,Encampment,<NA>,<NA>,/images/Boise State University.jpg,Boise,United States
40.101025,-88.226341,University of Illionois Urbana-Champaign,"Champaign-Urbana,",04/26/2024,Encampment,Encampment,Felony,2,/images/University of Illionois UrbanaChampaign.jpg,Urbana,United States
41.925621,-87.654808,DePaul University,"Chicago,",<NA>,Encampment,Encampment,<NA>,<NA>,/images/DePaul University.jpg,Chicago,United States
41.789722,-87.599724,University of Chicago,"Chicago,",<NA>,Encampment,Encampment,Police,<NA>,/images/University of Chicago.jpg,Chicago,United States
42.0565,-87.6742,Northwestern University,"Evanston,",04/25/2024,Encampment,Encampment,Police,<NA>,/images/Northwestern University.jpg,Evanston,United States
41.8810534,-87.6266529,School of the Art Institute of Chicago ,"Chicago,",05/05/2024,Encampment,Encampment,Mass,50,/images/School of the Art Institute of Chicago.jpg,Chicago,United States
39.166182,-86.519094,Indiana University Bloomington,"Bloomington,",04/26/2024,Encampment,Encampment,Mass,33,/images/Indiana University Bloomington.jpg,Bloomington,United States
39.7096396,-86.1341256,Indiana University Indianapolis,"Indianapolis,",<NA>,Encampment,Encampment,<NA>,<NA>,/images/Indiana University Indianapolis.jpg,Indianapolis,United States
41.7030131,-86.2389851,University of Notre Dame,Notre,4/25/2024,Dispersed,Solidarity,<NA>,<NA>,/images/University of Notre Dame.jpg,,United States
40.423538,-86.921738,Purdue University,West,04/25/2024,Encampment,Encampment,<NA>,<NA>,/images/Purdue University.jpg,,United States
38.95216286,-95.25599898,University of Kansas,"Lawrence,",<NA>,Encampment,Encampment,<NA>,<NA>,/images/University of Kansas.jpg,Lawrence,United States
30.4133,-91.18,Louisiana State University,Baton,04/25/2024,Ongoing,Solidarity,<NA>,<NA>,https://drive.google.com/thumbnail?id=https:&sz=w320,Baton Rouge,United States
30.0273,-90.068,University of New Orleans,New,04/29/2024,Ongoing,Solidarity,<NA>,<NA>,https://drive.google.com/thumbnail?id=https:&sz=w320,New Orleans,United States
29.9340085,-90.1213712,Loyola University,New,<NA>,Ongoing,Tulane,<NA>,<NA>,/images/Loyola University.jpg,New Orleans,United States
29.9412195,-90.1201009,Tulane University ,New,04/29/2024,Encampment,Encampment,Mass,12,/images/Tulane University.jpg,New Orleans,United States
38.9869,-76.9426,University of Maryland,College,04/22/2024,Encampment,Encampment,<NA>,<NA>,/images/University of Maryland.jpg,College Park,United States
42.3869693,-72.53018467,University of Massachusetts Amherst,"Amherst,",<NA>,Encampment,Encampment,Mass,130,/images/University of Massachusetts Amherst.jpg,,United States
42.34669,-71.088705,Berklee College of Music,"Boston,",04/25/2024,Ongoing,NE,<NA>,<NA>,/images/Berklee College of Music.jpg,Boston,United States
42.3522,-71.0658,Emerson College,"Boston,",04/22/2024,Encampment,Encampment,Mass,108,/images/Emerson College.jpg,Boston,United States
42.3398247,-71.0880961,Northeastern University,"Boston,",04/25/2024,Encampment,Encampment,Mass,102,/images/Northeastern University.jpg,Boston,United States
42.3744,-71.1182,Harvard University,"Cambridge,",04/24/2024,Encampment,Encampment,<NA>,<NA>,/images/Harvard University.jpg,Cambridge,United States
42.3601,-71.0942,Massachusetts Institute of Technology (MIT),"Cambridge,",04/20/2024,Encampment,Encampment,<NA>,<NA>,/images/Massachusetts Institute of Technology MIT.jpg,Cambridge,United States
42.4085,-71.1183,Tufts University,"Medford,",04/22/2024,Encampment,Encampment,<NA>,<NA>,/images/Tufts University.jpg,Somerville,United States
